,rating,title,timestamp,preprocessed_review,sentiment,label
497684,5,Perfect for cuticle cleanup,2021-01-21 02:34:51.495,perfect cuticle cleanup nail bit perfect work cuticle get nail preppe work perfectly melodysusie nail drill happy,1.0,1
287825,5,Loved it,2017-01-10 16:19:33.000,love try hair mask far bestbr hair feel look shine silkybr thing regardless packing say mask   min increase time   min find result significantly well,1.0,1
552671,5,Omg,2021-08-12 11:02:25.363,omg tinted creamy m actually surprised not big deal,1.0,1
376537,5,but for the price it was the best option. I'm probably using this for a more ...,2017-03-03 05:49:35.000,price good option m probably   honestly s way ill use gallon price good option m probably unorthodox purpose m emulsifier make cannabis coconut oil infuse gummie work help bind oil gelatin water mixture set tablespoon work half cup oil,1.0,1
81784,5,Five Stars,2016-12-15 02:05:41.000,star cute,1.0,1
602769,5,Amazing smell,2020-10-10 13:54:31.248,amazing smell good use smell amazing,1.0,1
687125,1,Came with liquid in package,2020-12-31 02:38:39.854,come liquid package cover oily substance open package   lot fluid,-1.0,0
176992,5,Epic,2019-10-14 05:53:17.495,epic good toothbrush bristle incredibly soft contary people say fall   charcoal great whiten month notice difference buy,1.0,1
693668,5,Stays put in fine hair!,2021-01-01 14:11:06.002,stay fine hair spiral cord hair holder available come velvety texture elasticity stay daughter fine hair shipping fast overall fair price,1.0,1
508721,5,Amazing shampoo/ conditioner for your beard !,2017-03-09 16:21:59.000,amazing shampoo conditioner beard   love smell product well natural ingredient,1.0,1
396880,3,Three Stars,2017-05-12 19:38:51.000,star good short not starch,0.0,0
441216,5,Great product,2020-11-11 17:54:57.207,great product wife love product   dry skin work great,1.0,1
665586,1,UNUSABLE,2018-07-01 21:23:16.223,unusable bah dry crusty time get unusable,-1.0,0
237451,4,Pretty good,2018-06-06 04:42:44.939,pretty good non dry fragrance free wish slightly hydrating product enjoy,0.5,1
305945,4,FAKE,2020-12-14 03:36:22.419,fake renpure coconut water shampoo conditioner year receive bottle double price normally pay store authentic consistency thin watery feel certainly not smell,0.5,1
383923,5,Functional and comfortable,2020-08-28 20:00:02.499,functional comfortable work   hr shift comfortable hold surgical mask day like wear glass goggle outside take pressure,1.0,1
109174,2,Not so great,2017-07-19 21:08:08.371,great terrible work overall actual stick fold half   hold hair stick snap roll hair leave stick time step,-0.5,0
485859,1,One Star,2016-04-07 01:58:58.000,star receive product seal break not use return,-1.0,0
29578,5,Great smell,2020-12-09 21:04:51.143,great smell smell sooo good,1.0,1
24807,5,It'll spoil you,2012-12-24 01:21:57.000,ll spoil shave shower guy want shave way   little mirror work great   will not break certainly want happen shower defog simply put warm water showerbr br ll love   fact m go order right travel,1.0,1
373893,5,It Works,2022-01-05 18:55:45.589,work product advise surgeon,1.0,1
27698,5,Look expensive but it's not,2021-04-05 18:33:16.288,look expensive blow dryer premium feel lot heavy old conair not mind make feel premium finish like matte powder coatingesque get throw heat onoff button usually hairdrye button hold turn hot air button click heat click cold air,1.0,1
310994,4,Wow!,2017-07-25 01:13:02.457,wow stuff amazing water high manganese stain shower spray quick wipe go work complaint spray ozzie send not fit bottle need bottle use cap,0.5,1
410222,5,Excellent Traincase,2018-10-08 18:05:34.304,excellent traincase know mean makeup case makeup product minimal weekend travel   able fit pair high heel shirt pair paint section toiletry upper tiersbr br case come divid slot choose size compartment find helpful key   key particularly unique look like standard diary key like locking option   bottle faux velvet lining thing move nice material case self durable drop   foot ground stuff damagebr br absolutely purchase,1.0,1
328990,5,Perfect to make your own sanitizer,2020-02-11 19:57:10.013,perfect sanitizer time covid spray bottle fill medical alcohol help lot portable bag etc small bottle great hand sanitizer,1.0,1
32884,1,alignment tape does not stick,2018-12-26 15:18:38.129,alignment tape stick protector nice alignment tape provide stick protectorbr absolutely ridiculous try align protector phone easy provide,-1.0,0
398885,3,Clumps,2018-01-11 21:23:33.509,clump not like clump not dissolve easily,0.0,0
664690,5,Dont listen to negative reviews!,2020-11-02 10:23:40.151,not listen negative review halloween costume stay night heavy wig get face night thick layer not long dry not issue take liner severalbr hour later makeup wipe sure product people get work great,1.0,1
168650,5,Fun project for our grandchildren!,2020-11-02 14:15:51.248,fun project grandchild stretch,1.0,1
260654,5,Great beard edges,2018-05-29 01:35:30.309,great beard edge great precise edge razor leave clean detailed edge compare regular derby blade plus need worry snap razor half unevenly precut,1.0,1
366555,5,LOVE IT,2019-11-22 20:06:36.613,love scared babyyyyy dog go hair super soft shedding love,1.0,1
120531,5,Floral face cleanser,2022-11-07 16:05:22.119,floral face cleanser lightweight cleanser m bottle wash face twice day enjoy floral scent strong think ok oily skin issue,1.0,1
588281,5,Awesome brush,2019-07-14 22:38:20.582,awesome brush well expect,1.0,1
356575,5,MUST BUY!!!,2017-10-05 22:11:04.387,buy wow stuff amazing soon rinse hair feel differencebr hair moisturized healthy,1.0,1
689823,5,Nice must buy hurry‼️,2022-12-26 13:22:22.340,nice buy hurry nice buy hurry,1.0,1
177574,5,Favorite foundation,2019-09-29 09:26:45.022,favorite foundation light feel like wear great coverage moisturizing greasy apple evenly kabuki brush,1.0,1
637150,4,Four Stars,2015-09-26 20:43:52.000,star uncomfortable useful,0.5,1
512461,1,Men who use this for beards beware!! bad allergic reaction!,2019-08-20 17:42:05.809,man use beard beware bad allergic reaction buy get good reviewsbottom line bad reaction man beard   ll bad producti assume fact product ppd half male population allergic toogot bad redness bump facenever againstaye away product contain ppd black beard like mascara will not long not look bad get allergic reaction itand not work warn,-1.0,0
216582,4,Easily applied. I was instructed to use lip balm first.,2016-09-23 18:43:39.000,easily apply instruct use lip balm new lip gloss   lip moisturizer pregloss routine good,0.5,1
190460,5,Great product; works!,2018-08-16 19:57:19.926,great product work love product   help define darken eyelash   recommend look enhance eyelash eyebrow,1.0,1
135558,5,Five Stars,2016-08-10 17:36:43.000,star use,1.0,1
423563,5,Worth the buy,2020-06-04 01:14:24.351,worth buy beautiful great summer highlight,1.0,1
403281,5,The cream!,2019-04-18 21:32:06.402,cream cream good,1.0,1
167631,5,Love it!,2021-12-12 02:10:43.144,love love scent,1.0,1
534448,3,Foot loose,2021-06-29 23:08:24.673,foot loose attachment not fit properly   make hard complete task,0.0,0
350106,1,Seller doesn’t respond so apparently they don’t stand behind their “warranty”,2021-05-25 11:14:17.506,seller not respond apparently not stand warranty disappointed get love easy use   month stop work right middle manicure   middle hand not start gummy gel nail polish mess fix nail regular polish figure go refund new product seller ve try time reach seller response year warranty not year use nail week get   use purchase get satisfaction seller get apparently   year warranty not real thing try contact not respond care stand product buyer bewarei update response will not buy product purchase product seller,-1.0,0
100275,5,Five Stars,2018-06-29 16:12:34.268,star gift,1.0,1
674758,2,Not that great,2020-05-22 17:20:25.416,great difficult use finger stiff cuticle area concaved use product look halfway decent,-0.5,0
670279,2,Two Stars,2017-07-02 05:39:29.364,star hard use,-0.5,0
433154,5,Five Stars,2016-10-04 07:41:58.000,star work great daughter armpit long stink,1.0,1
50415,5,Five Stars,2016-05-31 20:44:38.000,star good price packaging,1.0,1
254690,1,Me robaron,2020-04-12 16:51:54.652,robaron nunca llego,-1.0,0
315615,1,Burned my eyelids & then cannot get it off w/ soap make up remover coldcream!,2018-11-27 10:43:47.169,burn eyelid   w soap remover coldcream burn eyelid sting sensitive scrub   min horrible eyelash fall scrub cold cream work dove soap remover   horrible experience   buck drain   seriously irritated have send terrible product able throw away   packaging refund think dangerous use eye trust packaging bad,-1.0,0
616339,4,Difference in soap shapes between the 2pack and single pack. Nice but Weird.,2020-05-27 08:16:35.886,difference soap shape pack single pack nice weird order soap single pack moment later realize pack great deal order order separate order tho list amazon ropto oddly manufacturer list pack not ropto awesome package get herela afternoon m gift   soap get good kick outta see stankkille stainless steal soap actually real thing inspection notice big difference look soap think totally weird soap come pack order lot thickerbulki single soap order look especially noticeable edge soapbar single soap lot sleeker look truer picture advertise idk think strange not wanna find buy fake bad fake hell   fake    m reluctant test cuz d feel ridiculous go fourth soap try difference feel water smell hand hahaha buy soap gift ppl d feel kinda gross attempt nicely repackage like neweven kitchen science d wrong gift soap haha   star cuz suspicion order knockoff investigate gift receiver permission test soap,0.5,1
517707,5,Great for kids!,2020-08-19 02:52:49.466,great kid   year old daughter love hair chalk s beg pink highlight refuse dye hair young hair chalk perfect solution dirty blonde hair color great light color need couple application depend bright want super easy application wash right shampoo definitely recommend product,1.0,1
280251,3,Three Stars,2016-07-08 18:10:33.000,star great scent not long,0.0,0
465090,1,HORRIBLE! .. Broken bottle,2021-07-03 05:52:16.563,horrible   break bottle receive package   bottle break   polish spill mess boxbr addition odor strong recommend purchasing,-1.0,0
158989,5,My tiara,2021-01-17 14:22:11.418,tiara videoidaabdeceabccc omg receive tiara surprised beautiful heavy   sparkly love not wait wear wedding thank recommend item want look beautiful occasion decide wear,1.0,1
476314,5,Feels wonderful...,2018-10-23 17:57:52.051,feel wonderful far goodjust start read past review moisturizer,1.0,1
556884,4,Takes a bit to straighten my hair... ...,2016-11-29 05:03:32.000,take bit straighten hair   take bit straighten hair frizzy hair work time,0.5,1
101262,1,Not worth the money,2021-11-03 21:07:03.229,worth money not look like picture,-1.0,0
42476,5,Five Stars,2016-12-06 04:40:31.000,star perfect love hair,1.0,1
207626,1,Made in China by a Chinese company for sure,2018-10-25 13:48:58.621,china chinese company sure call attention receive box toothbrush spelling mistake box regardless go try toothbrush company claim extra soft bristle green material soft material bristle feel like plastic insist understand period adjustment new toothbrush trial not successful gum sore brush careful hurt addition bristle get lose fall d handle large thick average hand advantage format angle head help reach tooth summary general awful toothbrush bad ve,-1.0,0
410227,5,Leaves skin soft.,2018-03-05 11:29:30.906,leave skin soft love black mask little messy work leave skin soft supple luminous,1.0,1
101352,3,You won't get what you expect,2019-04-12 19:19:21.902,will not expect pretty gemsbr br m give   star assortment requestedbr instead different set gem different color arrangementsbr br line expect receive,0.0,0
